customer_number,household_size,quarter,amount
727,3,"Q3 Balance",933
728,5,"Q3 Balance",1313
729,5,"Q3 Balance",887
730,3,"Q3 Balance",2152
731,5,"Q3 Balance",1701
732,4,"Q3 Balance",798
733,4,"Q3 Balance",806
734,2,"Q3 Balance",1394
735,2,"Q3 Balance",1699
736,3,"Q3 Balance",643
737,3,"Q3 Balance",868
738,3,"Q3 Balance",1455
739,3,"Q3 Balance",1157
740,4,"Q3 Balance",946
741,2,"Q3 Balance",649
742,4,"Q3 Balance",1337
743,3,"Q3 Balance",1312
744,4,"Q3 Balance",1195
745,3,"Q3 Balance",1586
746,2,"Q3 Balance",1076
747,3,"Q3 Balance",977
748,3,"Q3 Balance",867
749,2,"Q3 Balance",2040
750,3,"Q3 Balance",821
751,2,"Q3 Balance",1994
752,3,"Q3 Balance",458
753,4,"Q3 Balance",2048
754,1,"Q3 Balance",1152
755,2,"Q3 Balance",584
756,4,"Q3 Balance",1066
757,5,"Q3 Balance",737
758,4,"Q3 Balance",943
759,4,"Q3 Balance",1788
760,3,"Q3 Balance",467
761,3,"Q3 Balance",1089
762,3,"Q3 Balance",932
763,1,"Q3 Balance",1336
764,5,"Q3 Balance",258
765,4,"Q3 Balance",110
766,4,"Q3 Balance",641
767,2,"Q3 Balance",1158
768,6,"Q3 Balance",67
769,3,"Q3 Balance",1501
770,3,"Q3 Balance",845
771,2,"Q3 Balance",1330
772,3,"Q3 Balance",794
773,3,"Q3 Balance",1247
774,2,"Q3 Balance",1766
775,5,"Q3 Balance",1721
776,3,"Q3 Balance",1973
777,3,"Q3 Balance",102
778,1,"Q3 Balance",618
779,4,"Q3 Balance",1466
780,5,"Q3 Balance",2015
781,2,"Q3 Balance",667
782,3,"Q3 Balance",1206
783,4,"Q3 Balance",1530
784,4,"Q3 Balance",1299
785,3,"Q3 Balance",1475
786,5,"Q3 Balance",1293
787,5,"Q3 Balance",1168
788,1,"Q3 Balance",1465
789,2,"Q3 Balance",616
790,5,"Q3 Balance",861
791,4,"Q3 Balance",1150
792,4,"Q3 Balance",1793
793,2,"Q3 Balance",1995
794,4,"Q3 Balance",1168
795,3,"Q3 Balance",885
796,3,"Q3 Balance",1511
797,3,"Q3 Balance",1696
798,4,"Q3 Balance",1694
799,2,"Q3 Balance",552
800,2,"Q3 Balance",1892
801,4,"Q3 Balance",1818
802,3,"Q3 Balance",1570
803,3,"Q3 Balance",185
804,2,"Q3 Balance",880
805,5,"Q3 Balance",915
806,4,"Q3 Balance",728
807,6,"Q3 Balance",903
808,3,"Q3 Balance",480
809,4,"Q3 Balance",2073
810,1,"Q3 Balance",1369
811,3,"Q3 Balance",782
812,4,"Q3 Balance",1452
813,3,"Q3 Balance",1131
814,3,"Q3 Balance",1151
815,5,"Q3 Balance",1133
816,4,"Q3 Balance",492
817,3,"Q3 Balance",1375
818,4,"Q3 Balance",1476
819,4,"Q3 Balance",777
820,4,"Q3 Balance",2247
821,2,"Q3 Balance",1273
822,2,"Q3 Balance",1069
823,4,"Q3 Balance",870
824,4,"Q3 Balance",411
825,4,"Q3 Balance",387
826,4,"Q3 Balance",782
827,3,"Q3 Balance",1249
828,2,"Q3 Balance",1499
829,4,"Q3 Balance",27
830,3,"Q3 Balance",341
831,3,"Q3 Balance",1012
832,3,"Q3 Balance",2298
833,4,"Q3 Balance",1509
834,1,"Q3 Balance",925
835,4,"Q3 Balance",1032
836,3,"Q3 Balance",478
837,3,"Q3 Balance",625
838,6,"Q3 Balance",571
839,2,"Q3 Balance",774
840,4,"Q3 Balance",67
841,2,"Q3 Balance",56
842,3,"Q3 Balance",43
843,2,"Q3 Balance",832
844,4,"Q3 Balance",614
845,4,"Q3 Balance",1928
846,4,"Q3 Balance",403
847,3,"Q3 Balance",1575
848,3,"Q3 Balance",742
849,4,"Q3 Balance",483
850,5,"Q3 Balance",1291
851,4,"Q3 Balance",638
852,3,"Q3 Balance",1374
853,2,"Q3 Balance",1075
854,4,"Q3 Balance",533
855,3,"Q3 Balance",869
856,2,"Q3 Balance",1009
857,3,"Q3 Balance",523
858,4,"Q3 Balance",125
859,3,"Q3 Balance",1036
860,2,"Q3 Balance",905
861,3,"Q3 Balance",510
862,4,"Q3 Balance",234
863,4,"Q3 Balance",1283
864,2,"Q3 Balance",286
865,2,"Q3 Balance",1549
866,4,"Q3 Balance",967
867,3,"Q3 Balance",764
868,4,"Q3 Balance",1369
869,2,"Q3 Balance",1327
870,4,"Q3 Balance",1568
871,3,"Q3 Balance",97
872,2,"Q3 Balance",2189
873,4,"Q3 Balance",1311
874,4,"Q3 Balance",1266
875,2,"Q3 Balance",890
876,3,"Q3 Balance",1951
877,4,"Q3 Balance",877
878,3,"Q3 Balance",759
879,3,"Q3 Balance",1115
880,3,"Q3 Balance",982
881,4,"Q3 Balance",1860
882,5,"Q3 Balance",1346
883,4,"Q3 Balance",814
884,3,"Q3 Balance",226
885,4,"Q3 Balance",726
886,3,"Q3 Balance",1907
887,4,"Q3 Balance",1709
888,4,"Q3 Balance",615
889,4,"Q3 Balance",1803
890,5,"Q3 Balance",1801
891,4,"Q3 Balance",804
892,4,"Q3 Balance",1588
893,1,"Q3 Balance",15
894,4,"Q3 Balance",406
895,2,"Q3 Balance",430
896,3,"Q3 Balance",2016
897,3,"Q3 Balance",556
898,3,"Q3 Balance",942
899,3,"Q3 Balance",1484
900,6,"Q3 Balance",434
901,4,"Q3 Balance",1515
902,3,"Q3 Balance",360
903,3,"Q3 Balance",758
904,4,"Q3 Balance",576
905,5,"Q3 Balance",1409
906,4,"Q3 Balance",1108
907,4,"Q3 Balance",340
908,3,"Q3 Balance",1468
909,2,"Q3 Balance",821
910,4,"Q3 Balance",2044
911,3,"Q3 Balance",728
912,4,"Q3 Balance",836
913,4,"Q3 Balance",1179
914,3,"Q3 Balance",864
915,5,"Q3 Balance",1202
916,3,"Q3 Balance",2158
917,5,"Q3 Balance",1222
918,3,"Q3 Balance",806
919,4,"Q3 Balance",1878
920,2,"Q3 Balance",833
921,3,"Q3 Balance",2240
922,4,"Q3 Balance",2243
923,3,"Q3 Balance",186
924,5,"Q3 Balance",1208
925,5,"Q3 Balance",488
926,2,"Q3 Balance",472
927,3,"Q3 Balance",569
928,3,"Q3 Balance",1353
929,4,"Q3 Balance",263
930,4,"Q3 Balance",1965
931,3,"Q3 Balance",597
932,2,"Q3 Balance",1642
933,4,"Q3 Balance",621
934,4,"Q3 Balance",486
935,3,"Q3 Balance",1091
936,4,"Q3 Balance",1902
937,4,"Q3 Balance",1576
938,4,"Q3 Balance",773
939,4,"Q3 Balance",1506
940,5,"Q3 Balance",672
941,3,"Q3 Balance",1052
942,4,"Q3 Balance",1271
943,5,"Q3 Balance",449
944,5,"Q3 Balance",1693
945,3,"Q3 Balance",53
946,2,"Q3 Balance",1624
947,4,"Q3 Balance",1267
948,5,"Q3 Balance",997
949,1,"Q3 Balance",929
950,3,"Q3 Balance",550
951,4,"Q3 Balance",576
952,5,"Q3 Balance",1348
953,3,"Q3 Balance",816
954,2,"Q3 Balance",2088
955,3,"Q3 Balance",972
956,4,"Q3 Balance",1213
957,4,"Q3 Balance",943
958,5,"Q3 Balance",690
959,2,"Q3 Balance",1560
960,3,"Q3 Balance",504
961,3,"Q3 Balance",1378
962,4,"Q3 Balance",388
963,2,"Q3 Balance",893
964,3,"Q3 Balance",573
965,3,"Q3 Balance",1416
966,5,"Q3 Balance",986
967,3,"Q3 Balance",1033
968,3,"Q3 Balance",1243
969,4,"Q3 Balance",677
970,6,"Q3 Balance",368
971,3,"Q3 Balance",1195
972,1,"Q3 Balance",1169
973,2,"Q3 Balance",1096
974,3,"Q3 Balance",709
975,3,"Q3 Balance",442
976,1,"Q3 Balance",386
977,4,"Q3 Balance",878
978,2,"Q3 Balance",1153
979,5,"Q3 Balance",858
980,4,"Q3 Balance",525
981,2,"Q3 Balance",107
982,2,"Q3 Balance",1439
983,3,"Q3 Balance",1750
984,5,"Q3 Balance",1993
985,3,"Q3 Balance",1220
986,5,"Q3 Balance",1297
987,3,"Q3 Balance",87
988,4,"Q3 Balance",1012
989,3,"Q3 Balance",1639
990,3,"Q3 Balance",1354
991,5,"Q3 Balance",972
992,4,"Q3 Balance",2111
993,4,"Q3 Balance",1455
994,5,"Q3 Balance",542
995,3,"Q3 Balance",788
996,4,"Q3 Balance",210
997,2,"Q3 Balance",542
998,3,"Q3 Balance",1925
999,2,"Q3 Balance",499
1000,4,"Q3 Balance",1084
1001,3,"Q3 Balance",789
1002,2,"Q3 Balance",941
1003,4,"Q3 Balance",731
1004,2,"Q3 Balance",826
1005,2,"Q3 Balance",750
1006,5,"Q3 Balance",1689
1007,2,"Q3 Balance",788
1008,2,"Q3 Balance",1438
1009,5,"Q3 Balance",1095
1010,4,"Q3 Balance",994
1011,4,"Q3 Balance",1400
1012,2,"Q3 Balance",142
1013,5,"Q3 Balance",1641
1014,4,"Q3 Balance",1711
1015,2,"Q3 Balance",753
1016,3,"Q3 Balance",811
1017,5,"Q3 Balance",978
1018,2,"Q3 Balance",766
1019,4,"Q3 Balance",831
1020,3,"Q3 Balance",2069
1021,2,"Q3 Balance",880
1022,3,"Q3 Balance",530
1023,3,"Q3 Balance",298
1024,4,"Q3 Balance",2043
1025,3,"Q3 Balance",417
1026,3,"Q3 Balance",877
1027,4,"Q3 Balance",790
1028,2,"Q3 Balance",242
1029,3,"Q3 Balance",2132
1030,2,"Q3 Balance",1090
1031,2,"Q3 Balance",119
1032,3,"Q3 Balance",1946
1033,4,"Q3 Balance",1508
1034,4,"Q3 Balance",936
1035,2,"Q3 Balance",1620
1036,3,"Q3 Balance",2021
1037,3,"Q3 Balance",606
1038,3,"Q3 Balance",563
1039,3,"Q3 Balance",871
1040,5,"Q3 Balance",1611
1041,3,"Q3 Balance",960
1042,3,"Q3 Balance",1881
1043,3,"Q3 Balance",960
1044,2,"Q3 Balance",2117
1045,3,"Q3 Balance",1890
1046,5,"Q3 Balance",544
1047,3,"Q3 Balance",894
1048,3,"Q3 Balance",436
1049,4,"Q3 Balance",579
1050,4,"Q3 Balance",911
1051,3,"Q3 Balance",865
1052,4,"Q3 Balance",843
1053,4,"Q3 Balance",490
1054,3,"Q3 Balance",541
1055,3,"Q3 Balance",439
1056,2,"Q3 Balance",270
1057,4,"Q3 Balance",958
1058,3,"Q3 Balance",530
1059,2,"Q3 Balance",730
1060,5,"Q3 Balance",657
1061,4,"Q3 Balance",1586
1062,4,"Q3 Balance",1757
1063,4,"Q3 Balance",1911
1064,2,"Q3 Balance",1604
1065,4,"Q3 Balance",713
1066,6,"Q3 Balance",1383
1067,6,"Q3 Balance",801
1068,4,"Q3 Balance",1896
1069,4,"Q3 Balance",527
1070,3,"Q3 Balance",1286
1071,2,"Q3 Balance",1386
1072,5,"Q3 Balance",1564
1073,4,"Q3 Balance",1752
1074,1,"Q3 Balance",1905
1075,3,"Q3 Balance",831
1076,3,"Q3 Balance",91
1077,2,"Q3 Balance",1123
1078,5,"Q3 Balance",500
1079,3,"Q3 Balance",574
1080,2,"Q3 Balance",1095
1081,2,"Q3 Balance",160
1082,4,"Q3 Balance",2111
1083,3,"Q3 Balance",142
1084,4,"Q3 Balance",1096
1085,4,"Q3 Balance",1778
1086,3,"Q3 Balance",1909
1087,5,"Q3 Balance",1022
1088,4,"Q3 Balance",2184
1089,3,"Q3 Balance",994
1090,3,"Q3 Balance",855
1091,4,"Q3 Balance",1914
1092,1,"Q3 Balance",980
1093,3,"Q3 Balance",838
1094,3,"Q3 Balance",927
1095,3,"Q3 Balance",1483
1096,3,"Q3 Balance",1699
1097,5,"Q3 Balance",71
1098,2,"Q3 Balance",1341
1099,3,"Q3 Balance",1286
1100,2,"Q3 Balance",751
1101,6,"Q3 Balance",519
1102,3,"Q3 Balance",501
1103,2,"Q3 Balance",792
1104,3,"Q3 Balance",634
1105,3,"Q3 Balance",1482
1106,4,"Q3 Balance",1302
1107,4,"Q3 Balance",1394
1108,5,"Q3 Balance",14
1109,2,"Q3 Balance",466
1110,4,"Q3 Balance",1102
1111,1,"Q3 Balance",1365
1112,4,"Q3 Balance",815
1113,5,"Q3 Balance",729
1114,4,"Q3 Balance",1577
1115,4,"Q3 Balance",845
1116,3,"Q3 Balance",917
1117,3,"Q3 Balance",1592
1118,3,"Q3 Balance",1794
1119,2,"Q3 Balance",914
1120,6,"Q3 Balance",427
1121,4,"Q3 Balance",309
1122,4,"Q3 Balance",1005
1123,4,"Q3 Balance",1210
1124,2,"Q3 Balance",1098
1125,4,"Q3 Balance",946
1126,5,"Q3 Balance",934
1127,2,"Q3 Balance",880
1128,4,"Q3 Balance",1799
1129,2,"Q3 Balance",1699
1130,5,"Q3 Balance",1694
1131,3,"Q3 Balance",970
1132,3,"Q3 Balance",1753
1133,2,"Q3 Balance",1525
1134,5,"Q3 Balance",1488
1135,2,"Q3 Balance",1771
1136,3,"Q3 Balance",368
1137,4,"Q3 Balance",639
1138,5,"Q3 Balance",1200
1139,1,"Q3 Balance",1986
1140,4,"Q3 Balance",2108
1141,3,"Q3 Balance",169
1142,4,"Q3 Balance",820
1143,2,"Q3 Balance",1133
1144,5,"Q3 Balance",1225
1145,5,"Q3 Balance",676
1146,2,"Q3 Balance",1006
1147,3,"Q3 Balance",1445
1148,2,"Q3 Balance",742
1149,4,"Q3 Balance",429
1150,4,"Q3 Balance",1888
1151,4,"Q3 Balance",1378
1152,4,"Q3 Balance",428
1153,4,"Q3 Balance",795
1154,4,"Q3 Balance",615
1155,2,"Q3 Balance",1423
1156,2,"Q3 Balance",881
1157,5,"Q3 Balance",1933
1158,2,"Q3 Balance",2002
1159,3,"Q3 Balance",586
1160,2,"Q3 Balance",1266
1161,3,"Q3 Balance",694
1162,3,"Q3 Balance",959
1163,4,"Q3 Balance",953
1164,4,"Q3 Balance",824
1165,4,"Q3 Balance",1917
1166,2,"Q3 Balance",1223
1167,3,"Q3 Balance",749
1168,4,"Q3 Balance",173
1169,2,"Q3 Balance",579
1170,4,"Q3 Balance",594
1171,3,"Q3 Balance",965
1172,5,"Q3 Balance",648
1173,3,"Q3 Balance",829
1174,1,"Q3 Balance",1139
1175,4,"Q3 Balance",950
1176,5,"Q3 Balance",1640
1177,2,"Q3 Balance",929
1178,2,"Q3 Balance",2077
1179,2,"Q3 Balance",547
1180,3,"Q3 Balance",2266
1181,5,"Q3 Balance",928
1182,3,"Q3 Balance",711
1183,3,"Q3 Balance",674
1184,4,"Q3 Balance",997
1185,4,"Q3 Balance",1497
1186,4,"Q3 Balance",955
1187,6,"Q3 Balance",758
1188,4,"Q3 Balance",272
1189,3,"Q3 Balance",1757
1190,3,"Q3 Balance",2024
1191,2,"Q3 Balance",1832
1192,4,"Q3 Balance",1701
1193,2,"Q3 Balance",1154
1194,3,"Q3 Balance",295
1195,5,"Q3 Balance",1792
1196,2,"Q3 Balance",1026
1197,6,"Q3 Balance",905
1198,3,"Q3 Balance",608
1199,4,"Q3 Balance",496
1200,4,"Q3 Balance",743
1201,3,"Q3 Balance",2096
1202,4,"Q3 Balance",718
1203,2,"Q3 Balance",722
1204,4,"Q3 Balance",1232
1205,3,"Q3 Balance",1191
1206,2,"Q3 Balance",2272
1207,2,"Q3 Balance",742
1208,4,"Q3 Balance",2001
1209,2,"Q3 Balance",1161
1210,5,"Q3 Balance",957
1211,4,"Q3 Balance",377
1212,6,"Q3 Balance",560
1213,1,"Q3 Balance",1898
1214,2,"Q3 Balance",1783
1215,4,"Q3 Balance",1432
1216,1,"Q3 Balance",1511
1217,2,"Q3 Balance",261
1218,3,"Q3 Balance",1689
1219,4,"Q3 Balance",873
1220,5,"Q3 Balance",1703
1221,4,"Q3 Balance",313
1222,3,"Q3 Balance",938
1223,4,"Q3 Balance",889
1224,3,"Q3 Balance",844
1225,3,"Q3 Balance",1666
1226,5,"Q3 Balance",382
1227,4,"Q3 Balance",1965
1228,3,"Q3 Balance",212
1229,5,"Q3 Balance",386
1230,5,"Q3 Balance",1716
1231,3,"Q3 Balance",1005
1232,5,"Q3 Balance",1685
1233,2,"Q3 Balance",727
1234,5,"Q3 Balance",1386
1235,3,"Q3 Balance",315
1236,3,"Q3 Balance",2193
1237,2,"Q3 Balance",1063
1238,3,"Q3 Balance",1255
1239,5,"Q3 Balance",1284
1240,2,"Q3 Balance",1713
1241,5,"Q3 Balance",1714
1242,3,"Q3 Balance",1334
1243,5,"Q3 Balance",903
1244,6,"Q3 Balance",1626
1245,3,"Q3 Balance",1372
1246,4,"Q3 Balance",1345
1247,2,"Q3 Balance",972
1248,3,"Q3 Balance",1209
1249,5,"Q3 Balance",653
1250,4,"Q3 Balance",1648
1251,3,"Q3 Balance",1285
1252,3,"Q3 Balance",444
1253,3,"Q3 Balance",1816
1254,4,"Q3 Balance",320
1255,5,"Q3 Balance",213
1256,4,"Q3 Balance",215
1257,5,"Q3 Balance",1025
1258,3,"Q3 Balance",1736
1259,4,"Q3 Balance",57
1260,4,"Q3 Balance",1759
1261,4,"Q3 Balance",815
1262,4,"Q3 Balance",1543
1263,5,"Q3 Balance",209
1264,3,"Q3 Balance",868
1265,4,"Q3 Balance",453
1266,3,"Q3 Balance",1103
1267,4,"Q3 Balance",2114
1268,5,"Q3 Balance",1380
1269,5,"Q3 Balance",980
1270,2,"Q3 Balance",197
1271,1,"Q3 Balance",637
1272,4,"Q3 Balance",605
1273,6,"Q3 Balance",926
1274,4,"Q3 Balance",722
1275,4,"Q3 Balance",536
1276,3,"Q3 Balance",716
1277,5,"Q3 Balance",1980
1278,5,"Q3 Balance",1942
1279,3,"Q3 Balance",1833
1280,5,"Q3 Balance",897
1281,2,"Q3 Balance",941
1282,4,"Q3 Balance",841
1283,4,"Q3 Balance",440
1284,3,"Q3 Balance",60
1285,2,"Q3 Balance",622
1286,4,"Q3 Balance",393
1287,4,"Q3 Balance",748
1288,4,"Q3 Balance",199
1289,6,"Q3 Balance",640
1290,3,"Q3 Balance",1064
1291,3,"Q3 Balance",632
1292,2,"Q3 Balance",784
1293,2,"Q3 Balance",133
1294,3,"Q3 Balance",1243
1295,3,"Q3 Balance",1261
1296,4,"Q3 Balance",1301
1297,3,"Q3 Balance",169
1298,3,"Q3 Balance",787
1299,4,"Q3 Balance",554
1300,4,"Q3 Balance",1324
1301,3,"Q3 Balance",86
1302,3,"Q3 Balance",1793
1303,5,"Q3 Balance",1905
1304,3,"Q3 Balance",1813
1305,2,"Q3 Balance",1024
1306,3,"Q3 Balance",970
1307,5,"Q3 Balance",1304
1308,2,"Q3 Balance",589
1309,4,"Q3 Balance",1229
1310,3,"Q3 Balance",129
1311,4,"Q3 Balance",866
1312,3,"Q3 Balance",1675
1313,3,"Q3 Balance",100
1314,5,"Q3 Balance",673
1315,3,"Q3 Balance",783
1316,5,"Q3 Balance",524
1317,3,"Q3 Balance",1262
1318,4,"Q3 Balance",1636
1319,4,"Q3 Balance",755
1320,3,"Q3 Balance",857
1321,3,"Q3 Balance",595
1322,2,"Q3 Balance",1845
1323,3,"Q3 Balance",1282
1324,3,"Q3 Balance",1000
1325,3,"Q3 Balance",684
1326,6,"Q3 Balance",1000
1327,5,"Q3 Balance",921
1328,2,"Q3 Balance",1782
1329,4,"Q3 Balance",1363
1330,4,"Q3 Balance",699
1331,3,"Q3 Balance",856
1332,4,"Q3 Balance",33
1333,1,"Q3 Balance",1223
1334,4,"Q3 Balance",441
1335,5,"Q3 Balance",152
1336,2,"Q3 Balance",842
1337,3,"Q3 Balance",713
1338,4,"Q3 Balance",726
1339,4,"Q3 Balance",1342
1340,6,"Q3 Balance",82
1341,5,"Q3 Balance",22
1342,3,"Q3 Balance",726
1343,4,"Q3 Balance",814
1344,1,"Q3 Balance",1229
1345,2,"Q3 Balance",1134
1346,6,"Q3 Balance",1285
1347,4,"Q3 Balance",1884
1348,4,"Q3 Balance",1468
1349,4,"Q3 Balance",497
1350,4,"Q3 Balance",637
1351,2,"Q3 Balance",1378
1352,3,"Q3 Balance",902
1353,3,"Q3 Balance",636
1354,2,"Q3 Balance",946
1355,2,"Q3 Balance",499
1356,6,"Q3 Balance",1403
1357,4,"Q3 Balance",636
1358,3,"Q3 Balance",1667
1359,3,"Q3 Balance",845
1360,4,"Q3 Balance",660
1361,4,"Q3 Balance",655
1362,4,"Q3 Balance",162
1363,5,"Q3 Balance",1810
1364,4,"Q3 Balance",1742
1365,3,"Q3 Balance",984
1366,3,"Q3 Balance",137
1367,1,"Q3 Balance",1241
1368,4,"Q3 Balance",656
1369,5,"Q3 Balance",398
1370,4,"Q3 Balance",976
1371,3,"Q3 Balance",1451
1372,3,"Q3 Balance",630
1373,6,"Q3 Balance",1092
1374,3,"Q3 Balance",610
1375,3,"Q3 Balance",842
1376,3,"Q3 Balance",1739
1377,3,"Q3 Balance",1393
1378,1,"Q3 Balance",885
1379,5,"Q3 Balance",2299
1380,2,"Q3 Balance",1745
1381,3,"Q3 Balance",646
1382,3,"Q3 Balance",69
1383,2,"Q3 Balance",1198
1384,4,"Q3 Balance",719
1385,2,"Q3 Balance",1244
1386,3,"Q3 Balance",671
1387,3,"Q3 Balance",1431
1388,2,"Q3 Balance",1634
1389,4,"Q3 Balance",1120
1390,5,"Q3 Balance",834
1391,5,"Q3 Balance",932
1392,4,"Q3 Balance",1216
1393,3,"Q3 Balance",253
1394,5,"Q3 Balance",625
1395,3,"Q3 Balance",355
1396,4,"Q3 Balance",1229
1397,2,"Q3 Balance",1371
1398,3,"Q3 Balance",240
1399,4,"Q3 Balance",335
1400,3,"Q3 Balance",146
1401,4,"Q3 Balance",262
1402,3,"Q3 Balance",863
1403,4,"Q3 Balance",1778
1404,3,"Q3 Balance",531
1405,2,"Q3 Balance",1780
1406,3,"Q3 Balance",1741
1407,2,"Q3 Balance",2047
1408,4,"Q3 Balance",843
1409,4,"Q3 Balance",1005
1410,5,"Q3 Balance",1712
1411,1,"Q3 Balance",857
1412,5,"Q3 Balance",1000
1413,2,"Q3 Balance",1699
1414,3,"Q3 Balance",572
1415,2,"Q3 Balance",2113
1416,3,"Q3 Balance",226
1417,5,"Q3 Balance",778
1418,5,"Q3 Balance",822
1419,4,"Q3 Balance",400
1420,2,"Q3 Balance",311
1421,2,"Q3 Balance",888
1422,4,"Q3 Balance",2107
1423,4,"Q3 Balance",844
1424,4,"Q3 Balance",2064
1425,4,"Q3 Balance",159
1426,3,"Q3 Balance",719
1427,5,"Q3 Balance",355
1428,2,"Q3 Balance",966
1429,4,"Q3 Balance",1315
1430,3,"Q3 Balance",484
1431,3,"Q3 Balance",541
1432,3,"Q3 Balance",56
1433,4,"Q3 Balance",488
1434,4,"Q3 Balance",1121
1435,4,"Q3 Balance",906
1436,5,"Q3 Balance",389
1437,3,"Q3 Balance",970
1438,3,"Q3 Balance",1258
1439,2,"Q3 Balance",1058
1440,2,"Q3 Balance",398
1441,2,"Q3 Balance",633
1442,5,"Q3 Balance",870
1443,3,"Q3 Balance",914
1444,1,"Q3 Balance",509
1445,5,"Q3 Balance",1635
1446,3,"Q3 Balance",700
1447,4,"Q3 Balance",711
1448,2,"Q3 Balance",1053
1449,4,"Q3 Balance",1049
1450,4,"Q3 Balance",1234
1451,5,"Q3 Balance",2042
1452,3,"Q3 Balance",166
1453,4,"Q3 Balance",1708
1454,4,"Q3 Balance",409
1455,5,"Q3 Balance",1758
1456,4,"Q3 Balance",623
1457,2,"Q3 Balance",419
1458,4,"Q3 Balance",839
1459,3,"Q3 Balance",1418
1460,4,"Q3 Balance",528
1461,4,"Q3 Balance",209
1462,1,"Q3 Balance",996
1463,5,"Q3 Balance",54
1464,5,"Q3 Balance",1281
1465,4,"Q3 Balance",1742
1466,4,"Q3 Balance",976
1467,3,"Q3 Balance",189
1468,4,"Q3 Balance",651
1469,5,"Q3 Balance",1840
1470,5,"Q3 Balance",868
1471,5,"Q3 Balance",711
1472,5,"Q3 Balance",647
1473,5,"Q3 Balance",1288
1474,2,"Q3 Balance",1625
1475,2,"Q3 Balance",347
1476,5,"Q3 Balance",2144
1477,3,"Q3 Balance",1423
1478,4,"Q3 Balance",1813
1479,4,"Q3 Balance",758
1480,4,"Q3 Balance",789
1481,4,"Q3 Balance",1247
1482,2,"Q3 Balance",1695
1483,3,"Q3 Balance",1337
1484,4,"Q3 Balance",462
1485,2,"Q3 Balance",85
1486,4,"Q3 Balance",153
1487,4,"Q3 Balance",1036
1488,2,"Q3 Balance",1298
1489,3,"Q3 Balance",200
1490,2,"Q3 Balance",1142
1491,5,"Q3 Balance",1389
1492,5,"Q3 Balance",465
1493,3,"Q3 Balance",2196
1494,3,"Q3 Balance",827
1495,4,"Q3 Balance",1041
1496,2,"Q3 Balance",225
1497,2,"Q3 Balance",962
1498,3,"Q3 Balance",992
1499,4,"Q3 Balance",1305
1500,2,"Q3 Balance",2014
1501,4,"Q3 Balance",565
1502,1,"Q3 Balance",911
1503,5,"Q3 Balance",308
1504,4,"Q3 Balance",1096
1505,5,"Q3 Balance",1223
1506,3,"Q3 Balance",1297
1507,3,"Q3 Balance",1193
1508,4,"Q3 Balance",698
1509,5,"Q3 Balance",905
1510,3,"Q3 Balance",46
1511,5,"Q3 Balance",1687
1512,3,"Q3 Balance",2022
1513,4,"Q3 Balance",1693
1514,2,"Q3 Balance",997
1515,4,"Q3 Balance",489
1516,2,"Q3 Balance",189
1517,1,"Q3 Balance",1817
1518,4,"Q3 Balance",35
1519,4,"Q3 Balance",1894
1520,4,"Q3 Balance",971
1521,3,"Q3 Balance",2007
1522,1,"Q3 Balance",677
1523,1,"Q3 Balance",1829
1524,3,"Q3 Balance",1622
1525,6,"Q3 Balance",883
1526,6,"Q3 Balance",357
1527,2,"Q3 Balance",644
1528,3,"Q3 Balance",561
1529,2,"Q3 Balance",1805
1530,3,"Q3 Balance",1827
1531,3,"Q3 Balance",2199
1532,4,"Q3 Balance",1127
1533,4,"Q3 Balance",675
1534,4,"Q3 Balance",1591
1535,3,"Q3 Balance",485
1536,2,"Q3 Balance",1514
1537,4,"Q3 Balance",773
1538,5,"Q3 Balance",2173
1539,3,"Q3 Balance",1038
1540,4,"Q3 Balance",505
1541,4,"Q3 Balance",1575
1542,4,"Q3 Balance",402
1543,5,"Q3 Balance",1464
1544,4,"Q3 Balance",1712
1545,4,"Q3 Balance",1633
1546,4,"Q3 Balance",2050
1547,3,"Q3 Balance",2219
1548,4,"Q3 Balance",1621
1549,1,"Q3 Balance",64
1550,5,"Q3 Balance",1217
1551,3,"Q3 Balance",1507
1552,4,"Q3 Balance",1474
1553,4,"Q3 Balance",714
1554,4,"Q3 Balance",602
1555,3,"Q3 Balance",1264
1556,6,"Q3 Balance",1958
1557,2,"Q3 Balance",659
1558,3,"Q3 Balance",1536
1559,5,"Q3 Balance",742
1560,1,"Q3 Balance",97
1561,4,"Q3 Balance",929
1562,4,"Q3 Balance",618
1563,2,"Q3 Balance",80
1564,5,"Q3 Balance",744
1565,4,"Q3 Balance",745
1566,3,"Q3 Balance",607
1567,5,"Q3 Balance",954
1568,5,"Q3 Balance",513
1569,5,"Q3 Balance",536
1570,3,"Q3 Balance",725
1571,3,"Q3 Balance",688
1572,4,"Q3 Balance",1481
1573,1,"Q3 Balance",1015
1574,1,"Q3 Balance",1761
1575,4,"Q3 Balance",1326
1576,1,"Q3 Balance",2271
1577,3,"Q3 Balance",277
1578,4,"Q3 Balance",644
1579,4,"Q3 Balance",80
1580,3,"Q3 Balance",98
1581,5,"Q3 Balance",1509
1582,2,"Q3 Balance",903
1583,2,"Q3 Balance",626
1584,4,"Q3 Balance",900
1585,3,"Q3 Balance",902
1586,3,"Q3 Balance",1254
1587,2,"Q3 Balance",334
1588,3,"Q3 Balance",489
1589,2,"Q3 Balance",1227
1590,4,"Q3 Balance",951
1591,5,"Q3 Balance",510
1592,5,"Q3 Balance",1430
